-4.01170588,-1.02020001,0.00000000,0.000978,0.000978,0.999999
-2.54724765,1.54579473,0.00000000,0.000978,0.000978,0.999999
2.75443316,3.83873701,0.00000000,0.000978,0.000978,0.999999
-1.99298596,0.05904889,0.00000000,0.000978,0.000978,0.999999
-0.56098557,2.46592402,0.00000000,0.000978,0.000978,0.999999
-4.31838131,3.47135830,0.00000000,0.000978,0.000978,0.999999
-4.98632336,3.66231632,0.00000000,0.000978,0.000978,0.999999
0.73432827,3.58993816,0.00000000,0.000978,0.000978,0.999999
0.17746544,0.26295343,0.00000000,0.000978,0.000978,0.999999
-2.86065769,-2.50030136,0.00000000,0.000978,0.000978,0.999999
-0.77005434,0.67835307,0.00000000,0.000978,0.000978,0.999999
-4.43762684,1.10492516,0.00000000,0.000978,0.000978,0.999999
3.01897240,4.28523254,0.00000000,0.000978,0.000978,0.999999
1.14310789,2.57865238,0.00000000,0.000978,0.000978,0.999999
0.47724152,4.72597361,0.00000000,0.000978,0.000978,0.999999
0.94693422,4.67482901,0.00000000,0.000978,0.000978,0.999999
-2.67865539,0.18947101,0.00000000,0.000978,0.000978,0.999999
1.59000683,2.47041392,0.00000000,0.000978,0.000978,0.999999
0.82467365,2.84089661,0.00000000,0.000978,0.000978,0.999999
-2.46788883,-1.60455382,0.00000000,0.000978,0.000978,0.999999
-2.91056132,2.76833129,0.00000000,0.000978,0.000978,0.999999
-3.24399710,4.53746605,0.00000000,0.000978,0.000978,0.999999
-3.02799630,4.53001690,0.00000000,0.000978,0.000978,0.999999
-1.73031688,-0.52956891,0.00000000,0.000978,0.000978,0.999999
0.75070190,1.43736184,0.00000000,0.000978,0.000978,0.999999
-2.09793615,4.49404860,0.00000000,0.000978,0.000978,0.999999
1.30276728,1.69070017,0.00000000,0.000978,0.000978,0.999999
-4.33666515,-0.85812855,0.00000000,0.000978,0.000978,0.999999
-4.59613991,-1.83981895,0.00000000,0.000978,0.000978,0.999999
-3.04984140,4.64709902,0.00000000,0.000978,0.000978,0.999999
-4.99305630,3.50885773,0.00000000,0.000978,0.000978,0.999999
-2.23397875,4.75867701,0.00000000,0.000978,0.000978,0.999999
-2.22776413,1.60463786,0.00000000,0.000978,0.000978,0.999999
0.36095667,3.80746508,0.00000000,0.000978,0.000978,0.999999
1.62407398,3.17938066,0.00000000,0.000978,0.000978,0.999999
-4.59035778,1.81923389,0.00000000,0.000978,0.000978,0.999999
2.13474178,3.48719668,0.00000000,0.000978,0.000978,0.999999
0.89918375,2.64417243,0.00000000,0.000978,0.000978,0.999999
-4.27903223,-2.96245003,0.00000000,0.000978,0.000978,0.999999
-3.05920219,1.64938879,0.00000000,0.000978,0.000978,0.999999
-3.33102489,2.49129748,0.00000000,0.000978,0.000978,0.999999
-4.34566879,1.58631992,0.00000000,0.000978,0.000978,0.999999
-2.45297527,2.28098679,0.00000000,0.000978,0.000978,0.999999
-3.30910206,4.11832857,0.00000000,0.000978,0.000978,0.999999
-0.11524439,3.27173376,0.00000000,0.000978,0.000978,0.999999
0.98998499,3.50996351,0.00000000,0.000978,0.000978,0.999999
-3.63916397,4.04497671,0.00000000,0.000978,0.000978,0.999999
-3.20850849,4.59997559,0.00000000,0.000978,0.000978,0.999999
0.43541622,1.02607012,0.00000000,0.000978,0.000978,0.999999
-4.97804165,2.95422077,0.00000000,0.000978,0.000978,0.999999
-4.93216085,-1.63450050,0.00000000,0.000978,0.000978,0.999999
-1.35221457,2.48674655,0.00000000,0.000978,0.000978,0.999999
1.06776762,1.82916832,0.00000000,0.000978,0.000978,0.999999
-3.27957082,-2.56259680,0.00000000,0.000978,0.000978,0.999999
1.32187605,1.36429131,0.00000000,0.000978,0.000978,0.999999
-1.89876080,0.10999107,0.00000000,0.000978,0.000978,0.999999
-2.73101425,4.76673746,0.00000000,0.000978,0.000978,0.999999
-4.24055767,-2.03879857,0.00000000,0.000978,0.000978,0.999999
1.07874489,1.43706238,0.00000000,0.000978,0.000978,0.999999
-3.67206383,-0.26351976,0.00000000,0.000978,0.000978,0.999999
-4.95724297,0.05475998,0.00000000,0.000978,0.000978,0.999999
2.49195147,3.21407318,0.00000000,0.000978,0.000978,0.999999
0.35049152,0.51374650,0.00000000,0.000978,0.000978,0.999999
-4.16283655,3.46775961,0.00000000,0.000978,0.000978,0.999999
-3.64296246,1.32373619,0.00000000,0.000978,0.000978,0.999999
0.34704590,2.20472026,0.00000000,0.000978,0.000978,0.999999
-3.88513136,-1.55752873,0.00000000,0.000978,0.000978,0.999999
-0.71065426,1.98477173,0.00000000,0.000978,0.000978,0.999999
-0.96453381,2.41806912,0.00000000,0.000978,0.000978,0.999999
-3.60885119,2.89729714,0.00000000,0.000978,0.000978,0.999999
2.02646637,4.22879791,0.00000000,0.000978,0.000978,0.999999
0.45519161,0.55262774,0.00000000,0.000978,0.000978,0.999999
-1.47417760,-1.22869909,0.00000000,0.000978,0.000978,0.999999
2.09229851,3.85131764,0.00000000,0.000978,0.000978,0.999999
-4.51350451,-2.25989819,0.00000000,0.000978,0.000978,0.999999
-4.03085423,1.13438654,0.00000000,0.000978,0.000978,0.999999
-3.26844835,2.30080700,0.00000000,0.000978,0.000978,0.999999
-1.73547244,0.98244739,0.00000000,0.000978,0.000978,0.999999
1.91355324,4.09317970,0.00000000,0.000978,0.000978,0.999999
1.87542439,4.14951611,0.00000000,0.000978,0.000978,0.999999
0.44822025,2.19471478,0.00000000,0.000978,0.000978,0.999999
-2.31393361,0.52430820,0.00000000,0.000978,0.000978,0.999999
0.39869356,3.94837570,0.00000000,0.000978,0.000978,0.999999
1.58674669,4.39051914,0.00000000,0.000978,0.000978,0.999999
-2.50402498,-0.53939450,0.00000000,0.000978,0.000978,0.999999
1.19218302,3.52188849,0.00000000,0.000978,0.000978,0.999999
-0.35138369,4.13718987,0.00000000,0.000978,0.000978,0.999999
-1.12689543,4.65998983,0.00000000,0.000978,0.000978,0.999999
-2.80014706,-2.49993849,0.00000000,0.000978,0.000978,0.999999
-3.69657922,3.15822434,0.00000000,0.000978,0.000978,0.999999
-4.31394148,3.28029585,0.00000000,0.000978,0.000978,0.999999
-3.44648886,4.90610361,0.00000000,0.000978,0.000978,0.999999
-3.85771656,-1.61029243,0.00000000,0.000978,0.000978,0.999999
-4.48456383,1.58209753,0.00000000,0.000978,0.000978,0.999999
-2.80968285,0.17482519,0.00000000,0.000978,0.000978,0.999999
-1.16125584,1.88748145,0.00000000,0.000978,0.000978,0.999999
1.84145355,3.32288170,0.00000000,0.000978,0.000978,0.999999
-1.44828296,3.38707805,0.00000000,0.000978,0.000978,0.999999
2.17716503,4.16857815,0.00000000,0.000978,0.000978,0.999999
-4.16413546,2.49690342,0.00000000,0.000978,0.000978,0.999999
-3.89206886,1.28517342,0.00000000,0.000978,0.000978,0.999999
